Date,Treatment,Cashcrop,Rep,Ccspecies,CO2,N2O,Tsoil,SoilM,Tmax,Tmin,Tair,PPTwk,Irr,Cinput
2/26/2019,GB,corn,4,Grass_Brassica,13.6,-5.9,19.9,12.6,19.4,-2.2,8.6,0.5,0.0,2.0
3/15/2019,GB,corn,1,Grass_Brassica,19.3,-25.5,7.6,24.3,7.2,-6.1,0.6,1.9,0.0,2.0
3/15/2019,GB,corn,2,Grass_Brassica,3.9,-23.3,9.6,20.5,7.2,-6.1,0.6,1.9,0.0,2.3
3/15/2019,GB,corn,3,Grass_Brassica,6.4,-84.0,9.2,13.5,7.2,-6.1,0.6,1.9,0.0,2.2
3/15/2019,GB,corn,4,Grass_Brassica,29.0,23.8,11.7,20.8,7.2,-6.1,0.6,1.9,0.0,2.0
3/21/2019,GB,corn,1,Grass_Brassica,48.8,-14.3,13.0,26.4,15.6,1.1,8.3,0.7,0.0,2.0
3/21/2019,GB,corn,2,Grass_Brassica,7.5,-6.0,12.7,25.3,15.6,1.1,8.3,0.7,0.0,2.3
3/21/2019,GB,corn,3,Grass_Brassica,54.1,0.8,13.0,15.8,15.6,1.1,8.3,0.7,0.0,2.2
3/21/2019,GB,corn,4,Grass_Brassica,95.2,-22.7,13.4,31.0,15.6,1.1,8.3,0.7,0.0,2.0
3/28/2019,GB,corn,1,Grass_Brassica,152.9,-39.1,16.5,18.5,27.2,6.7,16.9,0.1,0.0,2.0
3/28/2019,GB,corn,2,Grass_Brassica,59.2,13.5,17.5,12.8,27.2,6.7,16.9,0.1,0.0,2.3
3/28/2019,GB,corn,3,Grass_Brassica,85.2,-16.5,17.7,10.3,27.2,6.7,16.9,0.1,0.0,2.2
3/28/2019,GB,corn,4,Grass_Brassica,99.3,1.5,18.2,8.2,27.2,6.7,16.9,0.1,0.0,2.0
4/4/2019,GB,corn,1,Grass_Brassica,38.7,-95.4,19.1,8.7,23.3,3.3,13.3,0.0,0.0,2.0
4/4/2019,GB,corn,2,Grass_Brassica,66.9,-86.8,20.5,8.2,23.3,3.3,13.3,0.0,0.0,2.3
4/4/2019,GB,corn,3,Grass_Brassica,49.0,-43.2,21.1,4.4,23.3,3.3,13.3,0.0,0.0,2.2
4/4/2019,GB,corn,4,Grass_Brassica,86.6,-42.2,22.1,9.1,23.3,3.3,13.3,0.0,0.0,2.0
4/15/2019,GB,corn,1,Grass_Brassica,105.3,8.9,19.7,11.5,24.4,-1.7,11.4,0.2,0.0,2.0
4/15/2019,GB,corn,2,Grass_Brassica,80.8,-4.5,19.5,8.7,24.4,-1.7,11.4,0.2,0.0,2.3
4/15/2019,GB,corn,3,Grass_Brassica,44.3,-40.6,19.7,8.3,24.4,-1.7,11.4,0.2,0.0,2.2
4/15/2019,GB,corn,4,Grass_Brassica,61.1,30.0,21.1,10.2,24.4,-1.7,11.4,0.2,0.0,2.0
5/1/2019,GB,corn,1,Grass_Brassica,114.0,54.8,18.0,15.5,23.9,7.2,15.6,1.0,0.0,2.0
5/1/2019,GB,corn,2,Grass_Brassica,107.3,4.4,18.8,13.3,23.9,7.2,15.6,1.0,0.0,2.3
5/1/2019,GB,corn,3,Grass_Brassica,101.1,-8.8,18.8,12.9,23.9,7.2,15.6,1.0,0.0,2.2
5/1/2019,GB,corn,4,Grass_Brassica,175.4,44.4,21.7,12.7,23.9,7.2,15.6,1.0,0.0,2.0
5/8/2019,GB,corn,1,Grass_Brassica,127.6,-33.2,18.8,13.9,31.7,8.9,20.3,0.7,0.0,2.0
5/8/2019,GB,corn,2,Grass_Brassica,102.0,29.0,20.3,10.0,31.7,8.9,20.3,0.7,0.0,2.3
5/8/2019,GB,corn,3,Grass_Brassica,92.7,37.9,20.1,11.3,31.7,8.9,20.3,0.7,0.0,2.2
5/8/2019,GB,corn,4,Grass_Brassica,145.8,-7.9,22.8,13.2,31.7,8.9,20.3,0.7,0.0,2.0
5/15/2019,GB,corn,1,Grass_Brassica,188.6,46.4,26.4,16.1,28.9,8.9,18.9,1.2,0.0,2.0
5/15/2019,GB,corn,2,Grass_Brassica,125.3,102.7,28.6,13.7,28.9,8.9,18.9,1.2,0.0,2.3
5/15/2019,GB,corn,3,Grass_Brassica,126.6,-12.1,26.9,11.9,28.9,8.9,18.9,1.2,0.0,2.2
5/15/2019,GB,corn,4,Grass_Brassica,66.4,65.7,29.5,17.1,28.9,8.9,18.9,1.2,0.0,2.0
5/24/2019,GB,corn,1,Grass_Brassica,42.6,7.1,31.7,17.7,27.8,7.8,17.8,0.0,2.5,2.0
5/24/2019,GB,corn,2,Grass_Brassica,14.0,6.5,32.4,19.9,27.8,7.8,17.8,0.0,2.5,2.3
5/24/2019,GB,corn,3,Grass_Brassica,28.8,0.7,31.7,19.3,27.8,7.8,17.8,0.0,2.5,2.2
5/24/2019,GB,corn,4,Grass_Brassica,55.5,69.7,34.2,16.1,27.8,7.8,17.8,0.0,2.5,2.0
5/30/2019,GB,corn,1,Grass_Brassica,22.6,-21.9,22.4,19.1,22.8,7.2,15.0,1.5,0.0,2.0
5/30/2019,GB,corn,2,Grass_Brassica,2.8,-22.5,22.4,21.2,22.8,7.2,15.0,1.5,0.0,2.3
5/30/2019,GB,corn,3,Grass_Brassica,16.7,-65.5,24.2,17.4,22.8,7.2,15.0,1.5,0.0,2.2
5/30/2019,GB,corn,4,Grass_Brassica,29.3,-13.8,24.2,20.7,22.8,7.2,15.0,1.5,0.0,2.0
6/7/2019,GB,corn,1,Grass_Brassica,23.8,27.4,24.2,29.2,26.7,14.4,20.6,4.0,0.0,2.0
6/7/2019,GB,corn,2,Grass_Brassica,10.2,28.0,24.7,32.4,26.7,14.4,20.6,4.0,0.0,2.3
6/7/2019,GB,corn,3,Grass_Brassica,31.4,29.9,24.4,31.2,26.7,14.4,20.6,4.0,0.0,2.2
6/7/2019,GB,corn,4,Grass_Brassica,76.0,27.7,25.6,34.3,26.7,14.4,20.6,4.0,0.0,2.0
6/21/2019,GB,corn,1,Grass_Brassica,65.2,62.7,30.7,15.6,37.8,13.3,25.6,0.7,0.0,2.0
6/21/2019,GB,corn,2,Grass_Brassica,92.2,20.2,30.4,22.2,37.8,13.3,25.6,0.7,0.0,2.3
6/21/2019,GB,corn,3,Grass_Brassica,44.0,100.6,31.1,19.5,37.8,13.3,25.6,0.7,0.0,2.2
6/21/2019,GB,corn,4,Grass_Brassica,221.7,57.9,33.8,17.6,37.8,13.3,25.6,0.7,0.0,2.0
6/27/2019,GB,corn,1,Grass_Brassica,175.7,65.3,29.5,13.0,36.1,19.4,27.8,0.2,0.0,2.0
6/27/2019,GB,corn,2,Grass_Brassica,253.8,17.1,30.1,12.0,36.1,19.4,27.8,0.2,0.0,2.3
6/27/2019,GB,corn,3,Grass_Brassica,113.7,36.2,30.7,13.9,36.1,19.4,27.8,0.2,0.0,2.2
6/27/2019,GB,corn,4,Grass_Brassica,238.3,26.4,32.7,9.3,36.1,19.4,27.8,0.2,0.0,2.0
7/5/2019,GB,corn,1,Grass_Brassica,250.7,-3.5,37.4,8.8,37.8,17.8,27.8,0.2,5.0,2.0
7/5/2019,GB,corn,2,Grass_Brassica,335.4,-8.4,39.6,9.5,37.8,17.8,27.8,0.2,5.0,2.3
7/5/2019,GB,corn,3,Grass_Brassica,181.4,-1.4,40.1,9.9,37.8,17.8,27.8,0.2,5.0,2.2
7/5/2019,GB,corn,4,Grass_Brassica,315.4,-23.0,39.1,8.9,37.8,17.8,27.8,0.2,5.0,2.0
7/11/2019,GB,corn,1,Grass_Brassica,145.5,-25.5,26.7,18.2,35.6,18.9,27.2,7.3,2.6,2.0
7/11/2019,GB,corn,2,Grass_Brassica,152.3,-11.6,26.7,12.6,35.6,18.9,27.2,7.3,2.6,2.3
7/11/2019,GB,corn,3,Grass_Brassica,150.0,-15.9,27.2,18.7,35.6,18.9,27.2,7.3,2.6,2.2
7/11/2019,GB,corn,4,Grass_Brassica,227.2,10.9,27.2,16.9,35.6,18.9,27.2,7.3,2.6,2.0
7/19/2019,GB,corn,1,Grass_Brassica,310.7,10.9,36.5,16.4,38.3,20.6,29.4,0.0,3.6,2.0
7/19/2019,GB,corn,2,Grass_Brassica,279.1,-20.7,27.8,10.4,38.3,20.6,29.4,0.0,3.6,2.3
7/19/2019,GB,corn,3,Grass_Brassica,154.9,-12.2,28.0,12.3,38.3,20.6,29.4,0.0,3.6,2.2
7/19/2019,GB,corn,4,Grass_Brassica,350.5,2.9,28.9,13.7,38.3,20.6,29.4,0.0,3.6,2.0
7/26/2019,GB,corn,1,Grass_Brassica,218.2,-15.5,23.0,22.5,34.4,18.3,26.4,0.2,3.6,2.0
7/26/2019,GB,corn,2,Grass_Brassica,206.1,42.8,23.7,18.3,34.4,18.3,26.4,0.2,3.6,2.3
7/26/2019,GB,corn,3,Grass_Brassica,256.9,-12.5,23.7,14.0,34.4,18.3,26.4,0.2,3.6,2.2
7/26/2019,GB,corn,4,Grass_Brassica,15.8,-22.1,23.7,20.0,34.4,18.3,26.4,0.2,3.6,2.0
8/1/2019,GB,corn,1,Grass_Brassica,173.8,34.4,24.2,22.0,34.4,17.2,25.8,5.2,0.2,2.0
8/1/2019,GB,corn,2,Grass_Brassica,170.0,46.8,24.7,29.4,34.4,17.2,25.8,5.2,0.2,2.3
8/1/2019,GB,corn,3,Grass_Brassica,158.4,63.4,24.9,25.7,34.4,17.2,25.8,5.2,0.2,2.2
8/1/2019,GB,corn,4,Grass_Brassica,157.3,35.7,25.7,27.1,34.4,17.2,25.8,5.2,0.2,2.0
8/7/2019,GB,corn,1,Grass_Brassica,164.9,22.0,21.0,27.8,36.1,19.4,27.8,0.5,3.6,2.0
8/7/2019,GB,corn,2,Grass_Brassica,150.6,-27.2,21.0,25.2,36.1,19.4,27.8,0.5,3.6,2.3
8/7/2019,GB,corn,3,Grass_Brassica,174.6,-22.0,21.0,26.5,36.1,19.4,27.8,0.5,3.6,2.2
8/7/2019,GB,corn,4,Grass_Brassica,394.4,-2.9,22.0,22.0,36.1,19.4,27.8,0.5,3.6,2.0
8/29/2019,GB,corn,1,Grass_Brassica,333.9,-24.0,26.2,19.8,31.7,17.8,24.7,1.8,0.0,2.0
8/29/2019,GB,corn,2,Grass_Brassica,353.3,-30.4,27.2,27.2,31.7,17.8,24.7,1.8,0.0,2.3
8/29/2019,GB,corn,3,Grass_Brassica,277.3,72.2,27.8,15.2,31.7,17.8,24.7,1.8,0.0,2.2
8/29/2019,GB,corn,4,Grass_Brassica,285.1,44.7,28.3,21.4,31.7,17.8,24.7,1.8,0.0,2.0
9/5/2019,GB,corn,1,Grass_Brassica,242.2,15.5,22.6,18.7,32.8,13.9,23.3,0.2,3.6,2.0
9/5/2019,GB,corn,2,Grass_Brassica,250.9,99.4,23.0,13.6,32.8,13.9,23.3,0.2,3.6,2.3
9/5/2019,GB,corn,3,Grass_Brassica,224.8,2.9,23.7,10.0,32.8,13.9,23.3,0.2,3.6,2.2
9/5/2019,GB,corn,4,Grass_Brassica,221.6,61.6,24.2,20.5,32.8,13.9,23.3,0.2,3.6,2.0
11/1/2019,GB,corn,1,Grass_Brassica,8.9,-81.3,16.0,13.2,12.8,-11.1,0.8,0.0,0.0,2.0
11/1/2019,GB,corn,2,Grass_Brassica,5.4,-99.5,17.0,18.9,12.8,-11.1,0.8,0.0,0.0,2.3
11/1/2019,GB,corn,3,Grass_Brassica,3.2,-36.9,18.2,16.8,12.8,-11.1,0.8,0.0,0.0,2.2
11/1/2019,GB,corn,4,Grass_Brassica,5.8,-46.2,17.7,10.5,12.8,-11.1,0.8,0.0,0.0,2.0
12/6/2019,GB,corn,1,Grass_Brassica,12.2,73.7,8.9,21.5,17.2,-6.1,5.6,0.0,0.0,2.0
12/6/2019,GB,corn,2,Grass_Brassica,3.6,63.5,9.3,21.3,17.2,-6.1,5.6,0.0,0.0,2.3
12/6/2019,GB,corn,3,Grass_Brassica,3.9,0.8,9.7,19.1,17.2,-6.1,5.6,0.0,0.0,2.2
12/6/2019,GB,corn,4,Grass_Brassica,1.0,9.8,10.4,20.3,17.2,-6.1,5.6,0.0,0.0,2.0
1/8/2020,GB,corn,1,Grass_Brassica,2.9,74.8,13.1,21.2,15.0,-5.6,4.7,0.0,0.0,2.0
1/8/2020,GB,corn,2,Grass_Brassica,1.9,42.8,12.4,21.5,15.0,-5.6,4.7,0.0,0.0,2.3
1/8/2020,GB,corn,3,Grass_Brassica,3.2,110.4,12.4,16.1,15.0,-5.6,4.7,0.0,0.0,2.2
1/8/2020,GB,corn,4,Grass_Brassica,5.1,93.7,12.0,23.1,15.0,-5.6,4.7,0.0,0.0,2.0
2/17/2020,GB,corn,1,Grass_Brassica,77.6,-19.9,21.7,25.9,19.4,3.3,11.4,0.8,0.0,2.0
2/17/2020,GB,corn,2,Grass_Brassica,12.3,-49.2,20.7,22.6,19.4,3.3,11.4,0.8,0.0,2.3
2/17/2020,GB,corn,3,Grass_Brassica,11.9,23.5,20.7,24.4,19.4,3.3,11.4,0.8,0.0,2.2
2/17/2020,GB,corn,4,Grass_Brassica,11.8,44.5,20.1,30.1,19.4,3.3,11.4,0.8,0.0,2.0
3/7/2020,GB,corn,1,Grass_Brassica,17.6,13.4,19.3,9.3,16.7,-0.6,8.1,0.0,0.0,2.0
3/7/2020,GB,corn,2,Grass_Brassica,17.9,4.5,19.7,12.1,16.7,-0.6,8.1,0.0,0.0,2.3
3/7/2020,GB,corn,3,Grass_Brassica,33.6,-3.0,21.1,7.2,16.7,-0.6,8.1,0.0,0.0,2.2
3/7/2020,GB,corn,4,Grass_Brassica,16.8,-50.4,20.9,11.5,16.7,-0.6,8.1,0.0,0.0,2.0
3/23/2020,GB,corn,1,Grass_Brassica,42.7,-57.9,11.6,22.1,18.9,5.0,11.9,1.5,0.0,2.0
3/23/2020,GB,corn,2,Grass_Brassica,10.9,-61.7,11.2,24.5,18.9,5.0,11.9,1.5,0.0,2.3
3/23/2020,GB,corn,3,Grass_Brassica,17.8,36.9,11.6,22.5,18.9,5.0,11.9,1.5,0.0,2.2
3/23/2020,GB,corn,4,Grass_Brassica,64.6,-20.7,12.1,26.4,18.9,5.0,11.9,1.5,0.0,2.0
4/2/2020,GB,corn,1,Grass_Brassica,202.8,-62.4,10.6,5.0,26.1,7.2,16.7,0.0,0.0,2.0
4/2/2020,GB,corn,2,Grass_Brassica,134.3,3.1,10.6,6.7,26.1,7.2,16.7,0.0,0.0,2.3
4/2/2020,GB,corn,3,Grass_Brassica,245.9,-47.6,10.6,5.0,26.1,7.2,16.7,0.0,0.0,2.2
4/2/2020,GB,corn,4,Grass_Brassica,239.9,-32.0,10.6,12.9,26.1,7.2,16.7,0.0,0.0,2.0
4/7/2020,GB,corn,1,Grass_Brassica,156.8,-74.6,15.0,4.9,25.0,5.6,15.3,0.0,0.0,2.0
4/7/2020,GB,corn,2,Grass_Brassica,117.8,24.1,15.0,4.0,25.0,5.6,15.3,0.0,0.0,2.3
4/7/2020,GB,corn,3,Grass_Brassica,167.4,-20.2,15.0,2.9,25.0,5.6,15.3,0.0,0.0,2.2
4/7/2020,GB,corn,4,Grass_Brassica,106.2,60.6,15.0,7.8,25.0,5.6,15.3,0.0,0.0,2.0
4/17/2020,GB,corn,1,Grass_Brassica,288.7,41.3,7.4,4.0,23.9,-3.9,10.0,1.1,0.0,2.0
4/17/2020,GB,corn,2,Grass_Brassica,5.2,-32.4,7.2,4.2,23.9,-3.9,10.0,1.1,0.0,2.3
4/17/2020,GB,corn,3,Grass_Brassica,152.0,34.0,7.2,9.2,23.9,-3.9,10.0,1.1,0.0,2.2
4/17/2020,GB,corn,4,Grass_Brassica,121.4,-5.7,7.2,13.3,23.9,-3.9,10.0,1.1,0.0,2.0
4/22/2020,GB,corn,1,Grass_Brassica,215.7,-53.7,14.2,3.0,25.0,7.8,16.4,0.0,0.0,2.0
4/22/2020,GB,corn,2,Grass_Brassica,149.1,-16.3,14.2,3.3,25.0,7.8,16.4,0.0,0.0,2.3
4/22/2020,GB,corn,3,Grass_Brassica,211.4,-64.6,14.2,4.3,25.0,7.8,16.4,0.0,0.0,2.2
4/22/2020,GB,corn,4,Grass_Brassica,225.7,3.1,14.2,8.4,25.0,7.8,16.4,0.0,0.0,2.0
4/30/2020,GB,corn,1,Grass_Brassica,111.0,3.8,16.8,2.8,23.3,7.2,15.3,0.0,0.0,2.0
4/30/2020,GB,corn,2,Grass_Brassica,130.8,4.5,17.0,1.2,23.3,7.2,15.3,0.0,0.0,2.3
4/30/2020,GB,corn,3,Grass_Brassica,146.8,18.2,17.0,1.5,23.3,7.2,15.3,0.0,0.0,2.2
4/30/2020,GB,corn,4,Grass_Brassica,139.0,-31.8,17.0,5.7,23.3,7.2,15.3,0.0,0.0,2.0
5/7/2020,GB,corn,1,Grass_Brassica,91.3,51.5,19.3,3.0,26.7,10.6,18.6,0.0,0.0,2.0
5/7/2020,GB,corn,2,Grass_Brassica,144.0,-4.6,19.5,3.0,26.7,10.6,18.6,0.0,0.0,2.3
5/7/2020,GB,corn,3,Grass_Brassica,165.8,33.8,19.5,3.0,26.7,10.6,18.6,0.0,0.0,2.2
5/7/2020,GB,corn,4,Grass_Brassica,123.6,17.7,19.5,3.6,26.7,10.6,18.6,0.0,0.0,2.0
5/14/2020,GB,corn,1,Grass_Brassica,100.1,43.1,18.3,2.0,30.0,6.7,18.3,0.1,0.0,2.0
5/14/2020,GB,corn,2,Grass_Brassica,70.6,-3.0,18.7,2.0,30.0,6.7,18.3,0.1,0.0,2.3
5/14/2020,GB,corn,3,Grass_Brassica,100.4,27.2,18.7,1.0,30.0,6.7,18.3,0.1,0.0,2.2
5/14/2020,GB,corn,4,Grass_Brassica,120.2,31.8,18.7,3.0,30.0,6.7,18.3,0.1,0.0,2.0
5/25/2020,GB,corn,1,Grass_Brassica,8.4,-45.2,22.3,10.4,30.6,10.0,20.3,0.0,5.0,2.0
5/25/2020,GB,corn,2,Grass_Brassica,46.8,-1.6,22.6,16.7,30.6,10.0,20.3,0.0,5.0,2.3
5/25/2020,GB,corn,3,Grass_Brassica,6.7,-49.1,22.6,13.1,30.6,10.0,20.3,0.0,5.0,2.2
5/25/2020,GB,corn,4,Grass_Brassica,5.0,-43.7,22.6,15.9,30.6,10.0,20.3,0.0,5.0,2.0
6/1/2020,GB,corn,1,Grass_Brassica,7.8,-20.5,14.0,12.9,30.6,11.7,21.1,0.0,2.5,2.0
6/1/2020,GB,corn,2,Grass_Brassica,130.5,0.0,16.0,19.6,30.6,11.7,21.1,0.0,2.5,2.3
6/1/2020,GB,corn,3,Grass_Brassica,6.8,-13.6,16.0,14.1,30.6,11.7,21.1,0.0,2.5,2.2
6/1/2020,GB,corn,4,Grass_Brassica,3.2,-13.6,18.0,18.6,30.6,11.7,21.1,0.0,2.5,2.0
6/4/2020,GB,corn,1,Grass_Brassica,10.8,40.0,8.0,12.7,33.3,16.7,25.0,0.0,0.0,2.0
6/4/2020,GB,corn,2,Grass_Brassica,126.0,61.5,10.0,18.9,33.3,16.7,25.0,0.0,0.0,2.3
6/4/2020,GB,corn,3,Grass_Brassica,7.9,30.4,8.0,13.6,33.3,16.7,25.0,0.0,0.0,2.2
6/4/2020,GB,corn,4,Grass_Brassica,7.0,6.7,10.0,16.9,33.3,16.7,25.0,0.0,0.0,2.0
6/10/2020,GB,corn,1,Grass_Brassica,5.2,58.9,30.0,11.8,25.6,12.8,19.2,0.0,2.5,2.0
6/10/2020,GB,corn,2,Grass_Brassica,30.8,69.6,30.0,17.5,25.6,12.8,19.2,0.0,2.5,2.3
6/10/2020,GB,corn,3,Grass_Brassica,3.3,48.2,30.0,10.7,25.6,12.8,19.2,0.0,2.5,2.2
6/10/2020,GB,corn,4,Grass_Brassica,2.3,12.2,29.0,14.2,25.6,12.8,19.2,0.0,2.5,2.0
6/18/2020,GB,corn,1,Grass_Brassica,13.2,14.3,26.0,13.1,36.7,16.7,26.7,0.0,2.5,2.0
6/18/2020,GB,corn,2,Grass_Brassica,120.7,1.5,26.0,19.9,36.7,16.7,26.7,0.0,2.5,2.3
6/18/2020,GB,corn,3,Grass_Brassica,13.2,39.2,25.0,14.2,36.7,16.7,26.7,0.0,2.5,2.2
6/18/2020,GB,corn,4,Grass_Brassica,12.9,12.8,25.0,19.1,36.7,16.7,26.7,0.0,2.5,2.0
6/25/2020,GB,corn,1,Grass_Brassica,16.5,-50.5,27.5,26.8,31.1,17.2,24.2,2.8,0.0,2.0
6/25/2020,GB,corn,2,Grass_Brassica,212.4,-23.5,27.8,22.2,31.1,17.2,24.2,2.8,0.0,2.3
6/25/2020,GB,corn,3,Grass_Brassica,42.6,-19.0,29.2,28.9,31.1,17.2,24.2,2.8,0.0,2.2
6/25/2020,GB,corn,4,Grass_Brassica,9.8,-30.7,29.8,24.1,31.1,17.2,24.2,2.8,0.0,2.0
7/2/2020,GB,corn,1,Grass_Brassica,21.5,54.5,27.5,22.3,35.0,20.0,27.5,0.4,0.0,2.0
7/2/2020,GB,corn,2,Grass_Brassica,117.5,47.1,29.2,15.5,35.0,20.0,27.5,0.4,0.0,2.3
7/2/2020,GB,corn,3,Grass_Brassica,78.6,79.4,29.5,29.6,35.0,20.0,27.5,0.4,0.0,2.2
7/2/2020,GB,corn,4,Grass_Brassica,48.1,41.2,30.7,15.9,35.0,20.0,27.5,0.4,0.0,2.0
7/9/2020,GB,corn,1,Grass_Brassica,59.7,61.5,31.1,24.7,36.7,20.6,28.6,4.4,3.6,2.0
7/9/2020,GB,corn,2,Grass_Brassica,157.0,59.4,31.1,22.0,36.7,20.6,28.6,4.4,3.6,2.3
7/9/2020,GB,corn,3,Grass_Brassica,227.8,9.8,32.1,23.8,36.7,20.6,28.6,4.4,3.6,2.2
7/9/2020,GB,corn,4,Grass_Brassica,28.9,50.7,33.1,25.7,36.7,20.6,28.6,4.4,3.6,2.0
7/17/2020,GB,corn,1,Grass_Brassica,334.7,37.2,29.2,19.4,35.0,16.7,25.8,0.4,3.8,2.0
7/17/2020,GB,corn,2,Grass_Brassica,317.0,16.3,29.5,17.9,35.0,16.7,25.8,0.4,3.8,2.3
7/17/2020,GB,corn,3,Grass_Brassica,241.2,-4.3,29.8,26.8,35.0,16.7,25.8,0.4,3.8,2.2
7/17/2020,GB,corn,4,Grass_Brassica,113.7,20.5,30.1,19.6,35.0,16.7,25.8,0.4,3.8,2.0
7/24/2020,GB,corn,1,Grass_Brassica,87.9,60.7,26.4,40.7,30.0,19.4,24.7,7.1,3.8,2.0
7/24/2020,GB,corn,2,Grass_Brassica,565.1,31.7,26.0,43.2,30.0,19.4,24.7,7.1,3.8,2.3
7/24/2020,GB,corn,3,Grass_Brassica,60.1,8.6,26.7,40.4,30.0,19.4,24.7,7.1,3.8,2.2
7/24/2020,GB,corn,4,Grass_Brassica,42.9,7.9,26.7,39.3,30.0,19.4,24.7,7.1,3.8,2.0
7/30/2020,GB,corn,1,Grass_Brassica,664.3,-9.4,26.4,18.7,33.3,20.0,26.7,1.1,4.3,2.0
7/30/2020,GB,corn,2,Grass_Brassica,223.4,19.6,27.2,12.1,33.3,20.0,26.7,1.1,4.3,2.3
7/30/2020,GB,corn,3,Grass_Brassica,901.6,-37.6,28.3,20.0,33.3,20.0,26.7,1.1,4.3,2.2
7/30/2020,GB,corn,4,Grass_Brassica,331.9,-47.0,28.6,23.9,33.3,20.0,26.7,1.1,4.3,2.0
8/6/2020,GB,corn,1,Grass_Brassica,481.2,-40.0,27.8,15.4,32.8,18.9,25.8,0.5,8.6,2.0
8/6/2020,GB,corn,2,Grass_Brassica,428.0,-33.3,28.0,9.9,32.8,18.9,25.8,0.5,8.6,2.3
8/6/2020,GB,corn,3,Grass_Brassica,868.3,-32.5,28.9,13.2,32.8,18.9,25.8,0.5,8.6,2.2
8/6/2020,GB,corn,4,Grass_Brassica,660.9,14.4,29.2,18.5,32.8,18.9,25.8,0.5,8.6,2.0
8/20/2020,GB,corn,1,Grass_Brassica,30.8,38.4,23.9,48.3,36.1,16.1,26.1,0.0,4.3,2.0
8/20/2020,GB,corn,2,Grass_Brassica,75.7,54.3,24.4,46.4,36.1,16.1,26.1,0.0,4.3,2.3
8/20/2020,GB,corn,3,Grass_Brassica,28.2,45.6,25.1,47.0,36.1,16.1,26.1,0.0,4.3,2.2
8/20/2020,GB,corn,4,Grass_Brassica,24.5,31.1,25.1,46.4,36.1,16.1,26.1,0.0,4.3,2.0
8/27/2020,GB,corn,1,Grass_Brassica,90.4,27.5,26.6,29.4,33.3,15.6,24.4,0.6,3.8,2.0
8/27/2020,GB,corn,2,Grass_Brassica,220.9,10.8,25.6,33.6,33.3,15.6,24.4,0.6,3.8,2.3
8/27/2020,GB,corn,3,Grass_Brassica,29.6,1.4,26.2,31.6,33.3,15.6,24.4,0.6,3.8,2.2
8/27/2020,GB,corn,4,Grass_Brassica,27.8,39.6,26.4,32.9,33.3,15.6,24.4,0.6,3.8,2.0
9/3/2020,GB,corn,1,Grass_Brassica,50.6,-1.5,23.5,41.7,30.6,13.3,21.9,0.1,3.8,2.0
9/3/2020,GB,corn,2,Grass_Brassica,151.2,32.6,23.7,39.9,30.6,13.3,21.9,0.1,3.8,2.3
9/3/2020,GB,corn,3,Grass_Brassica,26.2,61.9,24.7,45.1,30.6,13.3,21.9,0.1,3.8,2.2
9/3/2020,GB,corn,4,Grass_Brassica,23.1,-3.6,24.7,43.9,30.6,13.3,21.9,0.1,3.8,2.0
11/20/2018,GBL,corn,1,Mix,6.3,-79.5,7.8,24.8,11.7,-5.6,3.1,0.0,0.0,2.5
11/20/2018,GBL,corn,2,Mix,1.7,-68.9,7.0,23.0,11.7,-5.6,3.1,0.0,0.0,2.5
11/20/2018,GBL,corn,3,Mix,4.6,-61.1,7.6,23.5,11.7,-5.6,3.1,0.0,0.0,2.3
11/20/2018,GBL,corn,4,Mix,1.3,-79.7,9.0,21.6,11.7,-5.6,3.1,0.0,0.0,2.2
12/5/2018,GBL,corn,1,Mix,2.6,-22.2,10.4,10.1,7.2,-6.1,0.6,0.0,0.0,2.5
12/5/2018,GBL,corn,2,Mix,14.0,-80.0,10.4,13.6,7.2,-6.1,0.6,0.0,0.0,2.5
12/5/2018,GBL,corn,3,Mix,1.0,-56.8,11.5,7.8,7.2,-6.1,0.6,0.0,0.0,2.3
12/5/2018,GBL,corn,4,Mix,2.6,15.2,13.1,8.2,7.2,-6.1,0.6,0.0,0.0,2.2
1/9/2019,GBL,corn,1,Mix,8.6,-88.3,7.6,23.3,8.9,-5.6,1.7,0.0,0.0,2.5
1/9/2019,GBL,corn,2,Mix,8.5,-68.0,6.0,22.5,8.9,-5.6,1.7,0.0,0.0,2.5
1/9/2019,GBL,corn,3,Mix,12.5,-51.6,6.0,12.4,8.9,-5.6,1.7,0.0,0.0,2.3
1/9/2019,GBL,corn,4,Mix,0.0,-45.8,7.5,18.0,8.9,-5.6,1.7,0.0,0.0,2.2
2/26/2019,GBL,corn,1,Mix,24.3,-65.8,16.0,8.8,19.4,-2.2,8.6,0.5,0.0,2.5
2/26/2019,GBL,corn,2,Mix,5.5,-45.0,15.7,5.2,19.4,-2.2,8.6,0.5,0.0,2.5
2/26/2019,GBL,corn,3,Mix,8.9,-57.1,18.0,11.7,19.4,-2.2,8.6,0.5,0.0,2.3
2/26/2019,GBL,corn,4,Mix,25.7,-91.7,19.7,11.1,19.4,-2.2,8.6,0.5,0.0,2.2
3/15/2019,GBL,corn,1,Mix,3.9,-37.6,4.4,27.9,7.2,-6.1,0.6,1.9,0.0,2.5
3/15/2019,GBL,corn,2,Mix,19.0,-25.5,7.6,24.3,7.2,-6.1,0.6,1.9,0.0,2.5
3/15/2019,GBL,corn,3,Mix,26.4,-31.5,8.0,16.2,7.2,-6.1,0.6,1.9,0.0,2.3
